datetime,Latitude,Longitude,incident_count,severity
2020-12-31 22:41:47,31.559934283060226,74.3412631680272,1,Alive & unstable
2020-12-31 22:25:00,31.54723471397658,74.33630001751335,1,Alive & stable
2020-12-31 21:54:59,31.562953770762014,74.34799015761112,1,Alive & unstable
2020-12-31 21:24:22,31.580460597128162,74.33543962188978,1,Alive & stable
2020-12-31 21:03:49,31.545316932505536,74.32502687132212,1,Alive & stable
2020-12-31 20:54:02,31.54531726086102,74.36455204708516,1,Alive & stable
2020-12-31 20:04:50,31.581584256310148,74.2887470257263,1,Alive & unstable
2020-12-31 18:46:19,31.565348694583058,74.33564933288001,1,Alive & unstable
2020-12-31 18:20:37,31.5406105122813,74.32316472170896,1,Alive & unstable
2020-12-31 17:38:21,31.56085120087172,74.35284338800388,1,Alive & stable
2020-12-31 16:42:31,31.54073164614375,74.30621768660536,1,Alive & unstable
2020-12-31 16:18:40,31.540685404928595,74.3609570168989,1,Alive & unstable
2020-12-31 16:15:33,31.55483924543132,74.36312179853654,1,Alive & unstable
2020-12-31 15:13:43,31.511734395106846,74.31734763909529,1,Alive & unstable
2020-12-31 15:00:00,31.51550164334974,74.35381205405665,1,Alive & unstable
2020-12-31 14:57:33,31.53875424941518,74.3603211856764,1,Alive & unstable
2020-12-31 14:06:23,31.529743377593313,74.36880600748832,1,Alive & unstable
2020-12-31 13:21:10,31.556284946651907,74.32062141326766,1,Alive & stable
2020-12-31 11:41:56,31.531839518489576,74.31780810714993,1,Alive & stable
2020-12-31 11:38:11,31.521753925973297,74.38005298443339,1,Alive & unstable
2020-12-31 11:26:27,31.579312975378432,74.3335622058936,1,Alive & stable
2020-12-31 11:00:43,31.54548447399027,74.33945191649983,1,Alive & stable
2020-12-31 10:21:40,31.55135056409376,74.36266189047505,1,Alive & unstable
2020-12-31 10:01:53,31.52150503627573,74.32661597953461,1,Alive & unstable
2020-12-31 09:53:39,31.539112345509498,74.34468301173827,1,Alive & unstable
2020-12-31 09:35:36,31.552218451794197,74.36783488585506,2,Alive & unstable
2020-12-31 09:01:14,31.526980128451555,74.32157795565314,1,Alive & unstable
2020-12-31 08:49:39,31.557513960366915,74.33999991341209,1,Alive & stable
2020-12-31 08:25:32,31.537987226201626,74.32746552760021,1,Alive & unstable
2020-12-31 08:16:47,31.544166125004136,74.33452129162215,1,Alive & stable
2020-12-31 06:46:34,31.537965867755414,74.37371297160261,1,Alive & unstable
2020-12-31 05:50:34,31.58704556369018,74.37810127267932,1,Alive & unstable
2020-12-31 05:45:18,31.549730055505243,74.3551566825885,1,Alive & unstable
2020-12-31 03:37:31,31.528845781420884,74.36064419369255,1,Alive & unstable
2020-12-31 02:52:43,31.566450898242064,74.36009709802468,2,Alive & unstable
2020-12-30 23:04:54,31.52558312700058,74.33655328047821,1,Alive & unstable
2020-12-30 21:55:55,31.554177271900095,74.35476301008366,2,Alive & unstable
2020-12-30 21:41:37,31.510806597522404,74.32409383219718,1,Alive & unstable
2020-12-30 19:57:12,31.523436279022032,74.3308286102017,1,Alive & stable
2020-12-30 19:39:24,31.553937224717384,74.34826396907178,1,Alive & stable
2020-12-30 19:30:30,31.56476933159991,74.32878058012705,1,Alive & unstable
2020-12-30 18:48:00,31.5534273656238,74.32454545833662,1,Alive & stable
2020-12-30 15:19:21,31.547687034352236,74.33576204345086,1,Alive & stable
2020-12-30 15:11:59,31.543977926088214,74.37292667450383,1,Alive & unstable
2020-12-30 15:11:20,31.520429560192653,74.38114278307786,1,Alive & stable
2020-12-30 14:22:06,31.535603115832107,74.34934879946091,1,Alive & stable
2020-12-30 13:17:00,31.540787224580804,74.36164397849089,1,Alive & stable
2020-12-30 12:56:25,31.57114244452438,74.3387301175571,1,Alive & stable
2020-12-30 12:17:14,31.55687236579137,74.3086870641356,1,Alive & unstable
